"SolicitationID","Solicitation","SoliciationType","Title","CloseDate","Description","Addenda","StaffContact","Status","IsLocalPresenceRequired","IsPreBidConferenceMandatory","PreBidConference","Category","Estimate"
"100567","04PB067","Public Bid","PUBLIC BID<BR>CORP YARD COOLING TOWER PLATFORM INSTALLATION","2004-03-09 15:00:00","Construction of a platform to access the cooling tower at the Corporation Yard, located at 9191 E. San Salvador Dr., Scottsdale, AZ.  The construction of the platform will facilitate safe access to the cooling tower in the peformance of routine maintenance.  (sm)","0","Assigned Not, Buyer","Awarded","True","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, February 25, 2004 at the Purchasing Office, 9191 E. San Salvador Dr.  Bidders are to assemble at the main entrance.","7","$28,000 - $30,000"
"100578","04QT046","Request For Quotation","REQUEST FOR QUOTATION<BR>TENNIS COURT WINDSCREENS","2004-03-09 14:00:00","Purchase and installation of tennis court windscreens at Rio Montana Park, located at 11180 N. 132nd St., Scottsdale, AZ.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","A Pre-Quote Conference will be held at 2:00 P.M., Local Time, February 26, 2004 at the jobsite.","9","$0"
"106384","04SS052","Sole Source","SOLE SOURCE<BR>MAINTENANCE CONTRACTS FOR ABI PRISM GENETIC ANAL","2004-03-09 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106376","04OP004","Offer to Purchase","OFFER TO PURCHASE<BR>used computers","2004-03-09 14:00:00","","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100565","04PA019","Pricing Agreement","PRICING AGREEMENT<BR>FOOD GRADE OIL","2004-03-05 16:00:00","A one-year Pricing Agreement for the purchase of food grade oil.  (rd)
						","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"100566","04RP016","Request For Proposal","REQUEST FOR PROPOSAL<BR>OCCUPATIONAL MEDICAL TREATMENT & TESTING","2004-03-03 16:00:00","Risk Management Department desires to contract with an experienced occupational medicine health-care provider for the treatment of work-related injuries, various work-related physicals and health screenings. The occupational medicine health-care provider shall offer at least one Scottsdale location, and shall be fully staffed during normal business hours.  (fj)","0","Bob Huston, Bid & Contract Specialist","Awarded","True","False"," ","9","$0"
"100570","04PB068","Public Bid","PUBLIC BID<BR>CHAPARRAL POOL DECK RESURFACING","2004-03-03 15:00:00","Removal of the existing pool deck surface and installation of a new pool deck surface at Chaparral Pool, located at 5401 N. Hayden Rd., Scottsdale, AZ.  (sm)","0","Assigned Not, Buyer","Rejected","False","False","A Pre-Bid Conference will be held at 1:30 P.M., Local Time, February 18, 2004 at the job site.","9","$0"
"100559","04PB012","Public Bid","PUBLIC BID<BR>DIX BUILDING ROOF REPLACEMENT","2004-03-02 15:30:00","Removal of the existing roofing and installation of a new roof at the Dix Building, located at 9388 E. San Salvador Dr., Scottsdale, AZ  (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, at the job site on February 18, 2004.","7","$55,000 - $60,000"
"100561","04PB063","Public Bid","PUBLIC BID<BR>LIQUID CHLORINE","2004-03-01 16:00:00","For the purchase and delivery of liquid chlorine in tank trailers to the City's Water Campus.

This contract for Liquid Chlorine is being reposted with a new Fiscal Year estimated value of $150,000.  The primary reason for the reposting is increased expenses occured as the result of price increases, facility upgrades and fuel cost increases.  The posting amount, while greater than prior years and original posting, were anticipated by departmental contract administrators and included in the fiscal year 2008/2009 budget.","0","Karie Ingles, Bid & Contract Specialist","Awarded","False","False"," ","9","$150,000"
"100572","04PA021","Pricing Agreement","PRICING AGREEMENT<BR>IRRIGATION PARTS","2004-02-27 16:00:00","A one-year Pricing Agreement for the supply of irrigation parts.  (rd)
						","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False"," ","9","$20,000"
"100575","04QT044","Request For Quotation","REQUEST FOR QUOTATION<BR>LIGHTWEIGHT RECTANGULAR TABLES","2004-02-27 14:00:00","Quotations for lightweight rectangular tables.","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100563","04PB061","Public Bid","PUBLIC BID<BR>HEAVY DUTY VEHICLE MAINTENANCE AND REPAIR","2004-02-25 16:00:00","A term contract to provide preventative maintenance and general repair services on heavy duty City of Scottsdale vehicles as needed.  (ka)","0","Karie Ingles, Bid & Contract Specialist","Awarded","True","False"," ","9","$110,000"
"100557","04PB028","Public Bid","PUBLIC BID<BR>LANDSCAPE GRADING SERVICES","2004-02-25 15:00:00","An annual contract for grading services to maintain various recreational fields throughout the City and miscellaneous grading of empty lots for field abatement, and grading of abandoned property parcels.  (sm)
						","0","Assigned Not, Buyer","Awarded","True","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, February 11, 2004 at Scottsdale Stadium, located at 7408 E. Osborn Rd., Scottsdale, AZ.","9","$0"
"100564","04QT042","Request For Quotation","REQUEST FOR QUOTATION<BR>PICNIC TABLES FOR CITY PARKS","2004-02-25 14:00:00","Purchase of picnic tables for City Parks. (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"106379","04SS050","Sole Source","SOLE SOURCE<BR>Respirator Fit Testing Machine","2004-02-24 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"100562","04QT039","Request For Quotation","REQUEST FOR QUOTATION<BR>RESURFACE BASKETBALL COURTS","2004-02-19 14:00:00","Resurface the multi-purpose /basketball courts at Aztec and Northsight Parks.  (rn)","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100554","04PB062","Public Bid","PUBLIC BID<BR>SUMMER FLOWER BEDDING PLANTS","2004-02-19 14:00:00","A term contract to supply a variety of summer flowering plants.  (db)","0","Cathy Lonnegren, Bid & Contract Specialist","Awarded","False","False"," ","9","$25,000"
"100560","04QT036","Request For Quotation","REQUEST FOR QUOTATION<BR>MOBILE TARGET SYSTEM","2004-02-18 14:00:00","Mobile Target System For The Police Department","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"106377","04SS049","Sole Source","SOLE SOURCE<BR>SECURITY SYSTEMS, SOFTWARE, EQUIPMENT, AND PERIPH","2004-02-18 14:00:00","This Sole Source is the justification to use the Hirsch system as the standard - for #04PB153 which is being re-bid in the F.Y. 2010 - Any questions, see  Bob Huston, Bid & Contract Staff.  


","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100556","04QT034","Request For Quotation","REQUEST FOR QUOTATION<BR>COMMERCIAL GRADE UPRIGHT EXERCISE BIKES","2004-02-13 14:00:00","Purchase of two upright exercise bikes. (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100524","04PB031","Public Bid","PUBLIC BID<BR>SUNRISE TRAIL CONSTRUCTION","2004-02-12 15:00:00","Construction of 3.7 mile long backcountry secondary hiking trail within the McDowell Sonoran Preserve.  Plan sheets associated with this solicitation are incorporated in the bid document which may be downloaded at no charge, however when downloading this file you need to be aware that the file size is approximately 4.1mb (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at the trailhead at 9:00 A. M. on December 15, 2003.  The trailhead can be reached by traveling East on Shea Blvd. To 136th Street.  Turn North on 136th St. and go approximately 1 mile to Via Linda Dr.  Turn right on Via Linda Dr. and continue Easterly approximately 1.4 miles until you reach the Hidden Hills gated community.  All interested bidders may park on the cul-de-sac in front of the community entrance gate.  The Pre-Bid Conference is not mandatory howeve","7","$145,000 - $150,000"
"106364","04QT037","Request For Quotation","REQUEST FOR QUOTATION<BR>Leveling of Baseball Field","2004-02-12 14:00:00","","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100552","04PB054","Public Bid","PUBLIC BID<BR>EMERGENCY PIPELINE REPAIR SERVICES","2004-02-11 15:30:00","A term contract to furnish all labor, equipment and materials to repair damaged water and sewer lines on an emergency basis.  (fj)","0","Bob Huston, Bid & Contract Specialist","Awarded","True","False"," ","9","$0"
"100555","04QT038","Request For Quotation","REQUEST FOR QUOTATION<BR>HORNADAY .223 AMMUNITION","2004-02-11 14:00:00","Purchase of Hornaday .223Ammunition.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"106374","04SS047","Sole Source","SOLE SOURCE<BR>REPLACEMENT OF GRAPPLER AT TRANSFER STATION","2004-02-11 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106375","04SS048","Sole Source","SOLE SOURCE<BR>Stainless Steel Chains","2004-02-11 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"100551","04PB059","Public Bid","PUBLIC BID<BR>SERVICE/MAINTENANCE FOR GCMS ANALYTICAL EQUIPMENT","2004-02-10 14:00:00","A term contract for service/maintenance of Gas Chromatograph/Mass Spectrometer Analytical Equipment.  (db)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","True","False"," ","9","$0"
"106373","04EP006","Emergency Purchase","EMERGENCY PURCHASE<BR>Repair Slide Gates at CAP Plant","2004-02-09 14:00:00","ATYPICAL EMERGENCY REPAIR","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"106361","04QT035","Request For Quotation","REQUEST FOR QUOTATION<BR>Fire Station 13 HVAC Replacement","2004-02-06 14:00:00","","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"106366","04SS043","Sole Source","SOLE SOURCE<BR>Integrated mobile surveillance module","2004-02-05 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106367","04SS044","Sole Source","SOLE SOURCE<BR>Police Dog Purchases","2004-02-05 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106368","04SS045","Sole Source","SOLE SOURCE<BR>Custome Wood Windows","2004-02-05 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106369","04SS046","Sole Source","SOLE SOURCE<BR>","2004-02-05 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106371","04EP005","Emergency Purchase","EMERGENCY PURCHASE<BR>Security Guard service at South Corp Yard","2004-02-05 14:00:00","","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100550","04PB060","Public Bid","PUBLIC BID<BR>VALVE INSERTION MACHINE","2004-01-29 16:30:00","Purchase of one (1) Quick Valve Insertion Machine that allows easier and faster installation of water valves and reducing water service interruption.  (ka)","0","Karl Adams, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100548","04PB053","Public Bid","PUBLIC BID<BR>REPLACE TRUCK MOUNTED WATER TANK BODY","2004-01-28 16:00:00","Remove existing four thousand gallon water tank assembly from 1996 Volvo WX64 cab and chassis and supply and install a new four thousand gallon water tank assembly.  (ka)","0","Karl Adams, Bid & Contract Specialist","Awarded","True","False","","9","$0"
"100553","04QT033","Request For Quotation","REQUEST FOR QUOTATION<BR>FABRICATE CUSTOM POWER PEDESTALS","2004-01-23 16:00:00","For the purchase of fabricated custom power pedestals.(rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100546","04PB025","Public Bid","PUBLIC BID<BR>ARSENIC TREATMENT FACILITY WELL SITE 32","2004-01-22 15:00:00","For the construction of a 1.8 mgd arsenic treatment facility and all associated work
at the existing Well Site 32 located at 
11606 N. 64th Street. (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at 11:00 A.M., Local Time, January 6, 2004,in the Purchasing Conference Room, located at 9191 E. San Salvador Dr., Scottsdale, AZ.  All bidders are urged to attend.","7","$4,500,000 - $5,000,000"
"106363","04EP004","Emergency Purchase","EMERGENCY PURCHASE<BR>Public Defender Emergency Contract","2004-01-22 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"100547","04PB050","Public Bid","PUBLIC BID<BR>SEWER JET UNIT REPLACEMENT","2004-01-21 16:00:00","Remove and replace truck mounted sewer jet unit on a 1992 H81 Ford cab and chassis.","0","Karl Adams, Bid & Contract Specialist","Awarded","True","False","","9","$0"
"106362","04SS042","Sole Source","SOLE SOURCE<BR>identify problems with water campus slide gates","2004-01-21 14:00:00","Waterman Industries is the MFG. Of the 40 slide gates at the water campus.","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100540","04PB048","Public Bid","PUBLIC BID<BR>ARMORED CAR SERVICE","2004-01-20 15:30:00","Solicitation for an annual contract to provide Armored Car Service.","0","Assigned Not, Buyer","Awarded","True","False"," ","9","$0"
"100545","04IP006","Informal Request For Proposal","INFORMAL REQUEST FOR PROPOSAL<BR>LEAD BASED PAINT TESTING AND RISK ASSESSMENTS","2004-01-15 16:00:00","Lead Based Paint Testing and Risk Assessments.
(fj)
						","0","Cathy Lonnegren, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"100541","04PA018","Pricing Agreement","PRICING AGREEMENT<BR>FLEET PICK-UP AND DELIVERY SERVICE","2004-01-15 14:00:00","A one year pricing agreement to supply pick up and delivery service to the City of Scottsdale's Fleet Maintenance Facility.  (kb)
						
						","0","Assigned Not, Buyer","Awarded","True","False"," ","9","$0"
"106360","04SS041","Sole Source","SOLE SOURCE<BR>LAW 4.0 software","2004-01-14 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"100544","04PB057","Public Bid","PUBLIC BID<BR>RECORDS STORAGE AND MICROFILM SERVICES","2004-01-13 16:00:00","To provide off-site Records Storage and Microfilm Services as required by the City.","0","Bob Huston, Bid & Contract Specialist","Awarded","True","False"," ","9","$0"
"100537","04PB055","Public Bid","PUBLIC BID<BR>EVIDENCE DRYING CABINET","2004-01-13 14:00:00","Purchase of two (2) 3 ft. evidence drying cabinets and one (1) 6 ft. single compartment evidence drying cabinet.","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"106359","04SS040","Sole Source","SOLE SOURCE<BR>ANNUAL MAINTENANCE AGREEMENT FOR SMARTSTREAM","2004-01-12 14:00:00","Active Access Requisition-Trial Use						","0","Monroe Warren, Purchasing Director","Awarded","False","False"," ","9","$0"
"100543","04IP007","Informal Request For Proposal","INFORMAL REQUEST FOR PROPOSAL<BR>RADIO COMMUNICATIONS SYSTEM CONSULTANT","2004-01-09 16:00:00","Request for Proposal for Radio Communications System Consultant.  The Consultant will be responsible in defining the system requirements for a Scottsdale Fire Department dispatch and communication systems.","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100542","04PA017","Pricing Agreement","PRICING AGREEMENT<BR>VEHICLE WINDOW TINTING","2004-01-09 14:00:00","To establish a one year Pricing Agreement for
on-site window tinting of City vehicles. (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","True","False"," ","9","$0"
"106357","04EP002","Emergency Purchase","EMERGENCY PURCHASE<BR>Emergency Engineering/repairs for Himovitz Humidit","2004-01-09 14:00:00","Himovitz humidity repairs authorized as emergency by Risk MGMT.","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"106358","04EP003","Emergency Purchase","EMERGENCY PURCHASE<BR>Emergency design/install 24" storm drain pipe","2004-01-09 14:00:00","Design/install storm drain pipe S.E.corner Scotts. Rd. and FLW Blvd.","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100539","04PA014","Pricing Agreement","PRICING AGREEMENT<BR>CONSUMABLE COPIER SUPPLIES","2004-01-08 14:00:00","Establish a one-year Pricing Agreement for the purchase of consumable supplies for the Xerox DocuPrint 4850 and 92c printing systems.","0","Karen Lancaster, Buyer","Awarded","False","False"," ","9","$0"
"100538","04RP015","Request For Proposal","REQUEST FOR PROPOSAL<BR>ECONOMIC IMPACT STUDY","2004-01-06 16:00:00","Economic study and fiscal impact of the wide range of event activities that take place on the WestWorld property in Scottsdale.","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100530","04RP002","Request For Proposal","REQUEST FOR PROPOSAL<BR>CONTRACT WORKER SERVICES","2004-01-06 16:00:00","The City desires to contract with a temporary services agency to provide contract worker services for a wide variety of City Departments.  A single contractor shall provide all types of contract workers with a variety of skill levels.  The provision of these services will accomodate the continuing need for flexibility in the City's staffing resources.
						","0","Cathy Lonnegren, Bid & Contract Specialist","Awarded","True","False"," ","9","$0"
"100526","04PB046","Public Bid","PUBLIC BID<BR>CITY HALL COOLING TOWER REPLACEMENT","2004-01-06 14:00:00","Replace existing cooling tower with an evaporative condenser at City Hall, located at 3939 N. Civic Center Blvd., Scottsdale, AZ  (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, December 17, 2003 at City Hall.","7","$100,000 - $110,000"
"106355","04SS038","Sole Source","SOLE SOURCE<BR>police surveillance tool","2003-12-31 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106356","04SS039","Sole Source","SOLE SOURCE<BR>Electronic printed circuit assemblies for signs","2003-12-31 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"100531","04RP013","Request For Proposal","REQUEST FOR PROPOSAL<BR>DEFENSIVE DRIVING PROGRAM PRIMARY PROVIDERS","2003-12-30 15:30:00","Selection of one or more providers to provide driver education classes to motorist that have moving violations or speeding violations.  (sm)","0","Bob Huston, Bid & Contract Specialist","Awarded","True","False"," ","9","$0"
"100533","04PB036","Public Bid","PUBLIC BID<BR>BUS SHELTERS","2003-12-30 14:30:00","Fabrication and installation of forty new bus shelters complete with site preparation, foundation pads, and site furniture.  (sm)","0","Assigned Not, Buyer","Awarded","False","False","Pre-Bid Conference will be held at 11:00 A.M., Local Time, December 16, 2003 in the Purchasing Department Conference Room located at 9191E. San Salvador Dr. Scottsdale, AZ.","7","$941,000 - $942,000"
"100535","04QT031","Request For Quotation","REQUEST FOR QUOTATION<BR>WESTWORLD SIGNS AND POSTS","2003-12-30 14:00:00","Purchase of various signs and posts for the City's Westworld facility.  No installation is required. (rn)","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"106354","04SS037","Sole Source","SOLE SOURCE<BR>Inbound and outbound scale repair","2003-12-30 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"100523","03PB048","Public Bid","PUBLIC BID<BR>SCA FIRE SUPPRESSION SYSTEM IMPROVEMENTS","2003-12-29 15:00:00","Designing and constructing improvements to the Fire Suppression System in the Scottsdale Center for the Arts building, located at 7374 E. 2nd St., Scottsdale, AZ.  (sm)","0","Assigned Not, Buyer","Awarded","False","True","A Mandatory Pre-Bid Conference will be held at 9:00 A.M., Local Time, November 24, 2003 at the Scottsdale Center for the Arts building.  Bids will only be accepted from Contractors that have sent a representative to the Pre-Bid Meeting.","7","$495,000 - $500,000"
"100536","04QT032","Request For Quotation","REQUEST FOR QUOTATION<BR>COOLING TOWER RE-COAT","2003-12-23 16:00:00","Provide all labor, equipment, licensing, materials, tools and travel necessary to re-coat two Baltimore Cooling Towers at El Dorado Park.  (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","A Pre-Bid Conference will be hold at 9:00 A. M., Local Time, December 17, 2003 at the jobsite, located at El Dorado Park (Front Entrance), 2311 N. Miller Road, Scottsdale, AZ ","9","$0"
"100534","04QT027","Request For Quotation","REQUEST FOR QUOTATION<BR>HEAT PUMP REPLACEMENT","2003-12-23 16:00:00","Remove and replace a heat pump at the Scottsdale Center for the Arts.  (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, December 16, 2003 at the jobsite, located at 7384 E. 2nd St., Scottsdale, AZ.","9","$0"
"100505","04RP010","Request For Proposal","REQUEST FOR PROPOSAL<BR>INTEGRATED LIBRARY SYSTEM","2003-12-23 16:00:00","Turnkey Integrated Library System to manage the functions of the Scottsdale Public Libraries.  (fj)","0","Cathy Lonnegren, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100525","04PB043","Public Bid","PUBLIC BID<BR>REPLACE AIRPORT AUTOMATIC VEHICLE GATES","2003-12-18 15:00:00","Replacement of nine (9) existing vehicle gates, automatic operators and support equipment at the Scottsdale Municipal Airport, located at 15000 Airport Dr., Scottsdale, AZ.  (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, December 4, 2003.  Bidders will assemble in the 2nd Floor Conference Room of the Airport Administration Building.","7","$102,000 - $104,000"
"100529","04PA011","Pricing Agreement","PRICING AGREEMENT<BR>AIRPORT HERBICIDE APPLICATION","2003-12-18 14:00:00","A one-year pricing agreement for the purchase and application of herbicide to control weed growth at the Municipal Airport.  (rn)","0","Karen Lancaster, Buyer","Awarded","True","False"," ","9","$0"
"100501","03PB132","Public Bid","PUBLIC BID<BR>HAYDEN ROAD IMPROVEMENTS","2003-12-16 15:00:00","Improvements to Hayden Rd. beginning at the north end of the on/off ramps to the Loop 101 Freeway and ending at Thompson Peak Parkway, including water and sewer lines with valves and manholes, storm drain piping with catch basins, curb and gutter, street lights, reinforced box culverts, retaining walls, earth moving, asphalt paving, pavement striping, traffic signals and traffic controls. (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 AM, Local Time, November 6, 2003 in the Purchasing Conference Room, located at 9191 E. San Salvador Dr., Scottsdale, AZ.","7","$4,495,000 - $4,500,000"
"100528","04QT030","Request For Quotation","REQUEST FOR QUOTATION<BR>SPORTS FIELDS MAINTENANCE","2003-12-12 14:00:00","Maintenance of various sports fields located at five schools throughout the City. (rn)","0","Assigned Not, Buyer","Awarded","True","False","","9","$0"
"106351","04SS034","Sole Source","SOLE SOURCE<BR>Scottsdale Stadium Digital Processor","2003-12-10 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106352","04SS035","Sole Source","SOLE SOURCE<BR>Projectile w/pepper spray, less leathal","2003-12-10 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106353","04SS036","Sole Source","SOLE SOURCE<BR>Snap-on MODIS Elite Scope","2003-12-10 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"100522","03PB135","Public Bid","PUBLIC BID<BR>ZONE 12 AND 13 WATER TRANSMISSION MAINS","2003-12-09 15:00:00","Construction of 20, 16, and 12 inch diameter transmission and distribution water lines to connect site numbers 100 and 143.  Also, for construction of approximately 4,000 ft. of 8 inch diameter sanitary sewer and roadway improvements.  (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at 11:00 A.M., Local Time, November 25, 2003 in the Purchasing Conference Room, located at 9191 E. San Salvador Dr., Scottsdale, AZ.","7","$4,995,000 - $5,000,000"
"100519","04QT021","Request For Quotation","REQUEST FOR QUOTATION<BR>ANNUBAR FLOWMETER","2003-12-05 16:00:00","Purchase of Annubar Flowmeters in addition to other Rosemount products.  (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100520","04PA013","Pricing Agreement","PRICING AGREEMENT<BR>TRAFFIC SIGNAL FACES","2003-12-03 16:00:00","A one-year Pricing Agreement for the purchase of Traffic Signal Faces.  (rd)
						","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"100512","03PB105","Public Bid","PUBLIC BID<BR>CAP BASIN PARK MASS GRADING","2003-12-03 15:30:00","Excavation of approximately 510,000 cubic yards of dirt from a future park site located at the northeast corner of Hayden and Bell Roads.  (sm)","0","Assigned Not, Buyer","Awarded","False","False","","7","$695,000 - $700,000"
"100511","04PB007","Public Bid","PUBLIC BID<BR>GATEWAY SEWER REHABILITATION","2003-12-03 15:00:00","Installation of approximately 200 LF of 8^ sanitary sewer pipe and 4 manhole connections, located at the south east corner of Hayden and Indian Bend Roads.  (sm)","0","Assigned Not, Buyer","Awarded","False","False","","7","$52,000 - $53,000"
"100514","03PB118","Public Bid","PUBLIC BID<BR>DC RANCH ROADWAY IMPROVEMENTS","2003-12-02 15:00:00","Furnish all labor, material, transportation, services and equipment for the installation of roadway, drainage, landscaping improvements and other related items to serve the DC Ranch Community Facilities District.  (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held on November 17, 2003 at 10:00 A.M., Local Time, at the Community Center, 9260 E. Desert Camp Dr., Scottsdale, AZ.","7","$11,600,000 - $11,637,000"
"106346","04QT029","Request For Quotation","REQUEST FOR QUOTATION<BR>Check Stock","2003-12-01 14:00:00","","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100477","04RP006","Request For Proposal","REQUEST FOR PROPOSAL<BR>INTEGRATED POLICE TECHNOLOGY SYSTEM","2003-11-24 16:00:00","This Request for Proposal is for the purchase, installation and support of an Integrated Police Technology System that includes CAD, RMS, Message Switch, Automated Field Reporting, and associated systems and interfaces for the Scottsdale Police Department.

Bidders are cautioned that if you wish to proceed with downloading this document it consists of 656 pages (15MB).

If after reviewing this RFP document you are still interested in submitting a proposal, additional electronic forms are available to assist you in completing your proposal response by contacting mismyth@scottsdaleaz.gov.","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","A Pre-Proposal Conference will be held at 9:00 A.M., Local Time, September 25, 2003 at the Technology Center Conference Room, located at 3629 N. Drinkwater Blvd., Scottsdale, AZ.","9","$0"
"106349","04SS033","Sole Source","SOLE SOURCE<BR>LEASE OF XEROX 92C LASER PRINTER","2003-11-21 14:00:00","Lease of Xerox 92C Laser Printer","0","Monroe Warren, Purchasing Director","Awarded","False","False"," ","9","$0"
"106345","04QT028","Request For Quotation","REQUEST FOR QUOTATION<BR>Temporary Security Guard Services for Westworld","2003-11-21 14:00:00","","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"106341","04QT024","Request For Quotation","REQUEST FOR QUOTATION<BR>AWARDS BREAKFAST","2003-11-21 14:00:00","						","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"100515","04QT020","Request For Quotation","REQUEST FOR QUOTATION<BR>ELECTRICAL WIRE","2003-11-20 16:00:00","Purchase of electrical wire.  (rd)","0","Karl Adams, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100516","04QT022","Request For Quotation","REQUEST FOR QUOTATION<BR>BERMAD PARTS","2003-11-20 16:00:00","Purchase of Bermad Parts.  (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100517","04QT023","Request For Quotation","REQUEST FOR QUOTATION<BR>DOWNTOWN PAINTING PROJECT","2003-11-20 16:00:00","Provide painting services for various items located in City of Scottsdale downtown district.  (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","True","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, November 13, 2003 at the Scottsdale Stadium, located at 7408 E. Osborn Rd., Scottsdale, AZ.","9","$0"
"100503","04RP012","Request For Proposal","REQUEST FOR PROPOSAL<BR>ARCHAEOLOGICAL SERVICES","2003-11-20 16:00:00","Archaeological services for City of Scottsdale Historic Preservation Program, on-call archaeologist for City projects and archaeologist to review surveys, reports and mitigation plans.  (db)","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"100507","04PB034","Public Bid","PUBLIC BID<BR>ARIZONA CANAL BANKS PHASE 1-MARSHALL WAY","2003-11-20 14:00:00","The City of Scottsdale invites Sealed Bids for the construction of the Arizona Canal Banks Phase 1-Marshall Way improvements consisting of roadway improvements, inclusive of integral colored concrete pavement, bridge girders, abutments, steel shade structure, water features, quartzite stone plaza, area lighting, landscape, irrigation, and underground distribution of powere lines.","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Meeting will be held at 11:00 A.M., Local Time, November 6, 2003 in the Purchasing Conference Room, located at 9191 E. San Salvador Dr., Scottsdale, AZ.","7","$4,800,000 - $5,000,000"
